501001        0.0         0.0  -10270.34
501002        0.0         0.0  -10280.07
501003        0.0         0.0  -10289.13
501004        0.0         0.0  -10296.78
501005        0.0         0.0  -10302.65
501006        0.0         0.0  -10307.03
502001        0.0         0.0  -10309.69
502002        0.0         0.0  -10310.56
502003        0.0         0.0  -10309.55
502004        0.0         0.0  -10306.34
502005        0.0         0.0  -10300.98
502006        0.0         0.0  -10294.21
503001        0.0         0.0  -10286.21
503002        0.0         0.0  -10277.28
503003        0.0         0.0  -10267.93
503004        0.0         0.0  -10257.97
503005        0.0         0.0  -10247.75
503006        0.0         0.0  -10238.29
504001        0.0         0.0  -10229.88
504002        0.0         0.0  -10222.75
504003        0.0         0.0  -10217.32
504004        0.0         0.0  -10213.33
504005        0.0         0.0  -10210.90
504006        0.0         0.0  -10210.66
505001        0.0         0.0  -10212.61
505002        0.0         0.0  -10216.51
505003        0.0         0.0  -10222.30
505004        0.0         0.0  -10229.38
505005        0.0         0.0  -10237.45
505006        0.0         0.0  -10246.59
506001        0.0         0.0  -10256.50
506002        0.0         0.0  -10266.55
506003        0.0         0.0  -10276.56
506004        0.0         0.0  -10285.69
506005        0.0         0.0  -10293.56
506006        0.0         0.0  -10300.34
507001        0.0         0.0  -10305.70
507002        0.0         0.0  -10309.27
507003        0.0         0.0  -10311.01
507004        0.0         0.0  -10310.55
507005        0.0         0.0  -10307.88
507006        0.0         0.0  -10303.51
508001        0.0         0.0  -10297.68
508002        0.0         0.0  -10290.29
508003        0.0         0.0  -10281.83
508004        0.0         0.0  -10272.38
508005        0.0         0.0  -10262.26
508006        0.0         0.0  -10252.25
509001        0.0         0.0  -10242.86
509002        0.0         0.0  -10234.03
509003        0.0         0.0  -10226.41
509004        0.0         0.0  -10220.02
509005        0.0         0.0  -10215.07
509006        0.0         0.0  -10212.17
510001        0.0         0.0  -10211.34
510002        0.0         0.0  -10212.47
510003        0.0         0.0  -10215.61
510004        0.0         0.0  -10220.43
510005        0.0         0.0  -10226.70
510006        0.0         0.0  -10234.57
